591,369,86,278
35,763,564,157
368,143,447,979
34,109,154,46
980,168,286,790
458,147,801,631
874,233,27,66
434,757,84,187
185,817,675,692
700,690,46,252
296,682,578,129
283,171,126,915
98,205,931,492
964,391,61,269
264,813,69,898
152,410,404,789
125,518,127,113
193,712,912,780
295,939,542,981
761,994,960,729
417,538,537,998
133,302,854,693
550,454,433,1
606,331,880,653
32,975,476,43
481,701,994,460
471,881,662,228
72,858,474,121
584,877,494,474
578,558,406,763
130,704,547,48
241,702,364,181
889,301,34,428
771,29,138,215
52,293,844,472
984,627,379,218
761,968,741,260
888,668,902,57
325,632,747,634
578,856,298,40
272,171,193,195
374,535,456,329
706,856,854,723
647,261,686,620
972,878,918,506
446,945,292,950
621,894,173,454
20,806,443,200
297,20,656,677
609,821,484,540
625,662,567,82
156,790,916,705
240,904,138,672
212,526,98,99
583,450,702,829
533,776,304,672
471,58,737,48
341,185,719,634
457,458,135,867
356,953,108,20
6,715,339,504
633,432,29,818
495,396,781,376
849,796,967,767
240,337,348,316
30,290,307,486
144,964,574,866
835,105,330,808
594,33,904,186
923,73,463,18
753,22,354,994
918,576,505,477
576,488,407,496
554,315,855,518
303,502,953,61
538,748,588,831
167,172,290,364
616,556,299,16
409,710,20,436
369,711,271,212
699,197,338,133
683,699,915,863
545,896,382,16
523,212,896,396
132,973,681,918
435,986,884,571
812,313,385,568
660,364,428,399
106,484,790,793
441,69,299,955
595,268,339,796
966,992,426,269
391,695,199,853
35,109,376,706
311,460,552,678
115,572,133,991
983,94,698,620
732,780,123,952
309,667,239,683
922,703,881,954
571,189,159,475
648,856,382,507
381,951,805,212
541,541,524,982
773,868,452,825
94,506,191,924
398,931,250,415
323,339,777,993
238,814,17,56
736,815,609,480
346,140,317,26
235,482,147,892
751,1000,202,275
951,244,837,920
709,569,200,641
500,746,20,614
882,803,76,193
351,407,544,501
499,262,59,18
944,351,397,799
418,617,958,197
930,411,857,405
321,707,351,949
130,88,329,951
972,455,999,684
117,930,788,960
118,119,557,382
390,641,744,346
623,411,894,788
759,161,419,957
512,931,96,44
608,96,894,483
612,155,378,989
2,807,501,388
469,107,257,669
266,244,885,158
191,929,903,268
963,637,503,880
60,478,91,780
250,801,873,625
8,510,862,873
311,173,529,528
707,691,343,558
53,135,281,597
947,178,760,486
964,748,417,230
751,294,737,914
192,227,298,986
197,287,23,294
160,993,889,480
655,942,722,342
849,348,668,606
781,39,312,268
818,252,723,284
398,86,284,704
825,143,196,487
786,802,463,156
165,129,417,453
861,323,545,551
310,727,847,397
917,7,815,402
80,117,981,117
329,932,547,89
195,828,66,20
968,878,298,308
289,532,419,560
248,973,340,166
330,159,219,322
953,346,991,914
713,588,409,329
14,382,796,978
62,358,253,329
944,936,115,564
844,989,112,920
883,417,573,671
907,2,147,206
48,985,152,386
593,852,544,965
373,213,21,797
732,2,219,311
600,834,794,933
675,915,651,547
628,523,30,77
300,497,44,514
156,648,816,846
251,651,972,830
645,440,398,888
967,219,114,262
10,835,198,10
897,934,732,411
809,551,115,394
377,274,995,78
840,665,870,534
849,981,275,327
91,621,963,603
304,895,859,321
832,323,163,486
903,311,852,431
858,374,636,894
649,59,340,478
619,288,965,189
